umur_alat,jam_operasional,kondisi_terakhir,jumlah_perbaikan,lokasi_operasi,jenis_alat,label_risiko
14,7048,Dalam Perbaikan,2,Risiko Sedang,Backhoe Loader,Risiko Tinggi
4,4245,Rusak,5,Risiko Tinggi,Excavator,Risiko Sedang
26,5522,Baik,6,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
16,2962,Dalam Perbaikan,4,Risiko Rendah,Dump Truck,Risiko Tinggi
18,1942,Rusak,7,Risiko Tinggi,Crane,Risiko Tinggi
15,1506,Rusak,6,Risiko Rendah,Forklift,Risiko Tinggi
4,6161,Rusak,5,Risiko Sedang,Compactor,Risiko Tinggi
12,1473,Dalam Perbaikan,2,Risiko Tinggi,Motor Grader,Risiko Rendah
0,818,Dalam Perbaikan,4,Risiko Rendah,Dump Truck,Risiko Rendah
13,7014,Rusak,3,Risiko Rendah,Bulldozer,Risiko Tinggi
11,6600,Baik,2,Risiko Sedang,Wheel Loader,Risiko Tinggi
22,7317,Dalam Perbaikan,8,Risiko Tinggi,Crane,Risiko Tinggi
1,3986,Rusak,4,Risiko Tinggi,Lainnya,Risiko Sedang
25,3263,Baik,2,Risiko Rendah,Motor Grader,Risiko Tinggi
0,2083,Rusak,10,Risiko Rendah,Wheel Loader,Risiko Rendah
3,2741,Rusak,5,Risiko Sedang,Dump Truck,Risiko Rendah
9,7633,Rusak,5,Risiko Rendah,Forklift,Risiko Tinggi
23,2876,Dalam Perbaikan,9,Risiko Rendah,Lainnya,Risiko Tinggi
8,5323,Dalam Perbaikan,8,Risiko Rendah,Compactor,Risiko Tinggi
15,2663,Dalam Perbaikan,8,Risiko Sedang,Wheel Loader,Risiko Tinggi
24,3121,Dalam Perbaikan,4,Risiko Sedang,Bulldozer,Risiko Tinggi
21,5247,Rusak,6,Risiko Tinggi,Lainnya,Risiko Tinggi
8,3315,Baik,1,Risiko Rendah,Crane,Risiko Rendah
19,2568,Rusak,10,Risiko Sedang,Compactor,Risiko Tinggi
7,5280,Rusak,4,Risiko Sedang,Crane,Risiko Tinggi
3,4808,Dalam Perbaikan,7,Risiko Sedang,Bulldozer,Risiko Sedang
21,6997,Baik,2,Risiko Tinggi,Motor Grader,Risiko Tinggi
5,2061,Dalam Perbaikan,1,Risiko Rendah,Bulldozer,Risiko Rendah
14,843,Baik,1,Risiko Sedang,Dump Truck,Risiko Tinggi
25,215,Rusak,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
18,5063,Baik,1,Risiko Tinggi,Forklift,Risiko Tinggi
17,1878,Baik,4,Risiko Sedang,Bulldozer,Risiko Tinggi
22,4315,Baik,0,Risiko Rendah,Crane,Risiko Tinggi
16,7079,Rusak,7,Risiko Tinggi,Compactor,Risiko Tinggi
9,3644,Baik,8,Risiko Rendah,Lainnya,Risiko Sedang
7,3740,Dalam Perbaikan,10,Risiko Tinggi,Forklift,Risiko Sedang
10,5241,Dalam Perbaikan,8,Risiko Sedang,Crane,Risiko Tinggi
11,4420,Baik,1,Risiko Sedang,Compactor,Risiko Rendah
15,3376,Rusak,2,Risiko Sedang,Excavator,Risiko Tinggi
26,4287,Baik,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
9,68,Dalam Perbaikan,7,Risiko Sedang,Compactor,Risiko Sedang
26,6274,Rusak,4,Risiko Tinggi,Motor Grader,Risiko Tinggi
1,59,Dalam Perbaikan,5,Risiko Rendah,Forklift,Risiko Rendah
9,3580,Rusak,3,Risiko Rendah,Forklift,Risiko Sedang
0,3099,Baik,4,Risiko Rendah,Forklift,Risiko Rendah
6,1962,Dalam Perbaikan,9,Risiko Tinggi,Compactor,Risiko Rendah
17,5312,Dalam Perbaikan,8,Risiko Sedang,Forklift,Risiko Tinggi
20,6991,Baik,2,Risiko Rendah,Compactor,Risiko Tinggi
23,5217,Rusak,9,Risiko Sedang,Compactor,Risiko Tinggi
4,5101,Rusak,3,Risiko Sedang,Excavator,Risiko Tinggi
22,406,Dalam Perbaikan,0,Risiko Rendah,Backhoe Loader,Risiko Tinggi
17,2205,Baik,7,Risiko Tinggi,Excavator,Risiko Tinggi
19,738,Baik,0,Risiko Sedang,Motor Grader,Risiko Tinggi
16,3442,Rusak,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
4,6483,Baik,5,Risiko Rendah,Bulldozer,Risiko Tinggi
25,2183,Rusak,1,Risiko Tinggi,Wheel Loader,Risiko Tinggi
21,1574,Rusak,6,Risiko Rendah,Backhoe Loader,Risiko Tinggi
2,5854,Baik,6,Risiko Sedang,Motor Grader,Risiko Tinggi
3,274,Baik,7,Risiko Tinggi,Backhoe Loader,Risiko Rendah
10,5455,Baik,7,Risiko Sedang,Compactor,Risiko Tinggi
16,1299,Dalam Perbaikan,0,Risiko Tinggi,Dump Truck,Risiko Tinggi
10,1000,Rusak,7,Risiko Tinggi,Compactor,Risiko Sedang
20,2952,Baik,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
19,5184,Rusak,5,Risiko Rendah,Bulldozer,Risiko Tinggi
1,2261,Dalam Perbaikan,1,Risiko Sedang,Motor Grader,Risiko Rendah
26,7936,Baik,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
4,4884,Baik,5,Risiko Rendah,Motor Grader,Risiko Rendah
21,4095,Baik,10,Risiko Tinggi,Crane,Risiko Tinggi
2,5121,Baik,0,Risiko Sedang,Bulldozer,Risiko Tinggi
4,4393,Baik,2,Risiko Sedang,Motor Grader,Risiko Rendah
16,4574,Dalam Perbaikan,5,Risiko Sedang,Motor Grader,Risiko Tinggi
26,5646,Rusak,5,Risiko Tinggi,Bulldozer,Risiko Tinggi
18,7361,Baik,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
9,2414,Dalam Perbaikan,7,Risiko Rendah,Lainnya,Risiko Sedang
21,4453,Rusak,5,Risiko Tinggi,Wheel Loader,Risiko Tinggi
18,7107,Dalam Perbaikan,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
10,1269,Rusak,4,Risiko Sedang,Dump Truck,Risiko Sedang
15,3719,Baik,10,Risiko Tinggi,Forklift,Risiko Tinggi
3,1519,Baik,9,Risiko Sedang,Lainnya,Risiko Rendah
19,2627,Dalam Perbaikan,1,Risiko Tinggi,Dump Truck,Risiko Tinggi
0,3174,Baik,8,Risiko Tinggi,Wheel Loader,Risiko Sedang
2,4517,Baik,9,Risiko Sedang,Crane,Risiko Sedang
13,5250,Rusak,1,Risiko Rendah,Dump Truck,Risiko Tinggi
5,546,Baik,2,Risiko Rendah,Excavator,Risiko Rendah
20,876,Rusak,3,Risiko Rendah,Excavator,Risiko Tinggi
8,5257,Rusak,10,Risiko Sedang,Dump Truck,Risiko Tinggi
7,5745,Dalam Perbaikan,4,Risiko Rendah,Crane,Risiko Tinggi
19,4963,Dalam Perbaikan,1,Risiko Rendah,Motor Grader,Risiko Tinggi
6,4025,Baik,7,Risiko Tinggi,Excavator,Risiko Sedang
15,4571,Dalam Perbaikan,6,Risiko Sedang,Excavator,Risiko Tinggi
0,5053,Rusak,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
0,2489,Baik,3,Risiko Tinggi,Backhoe Loader,Risiko Rendah
23,5940,Baik,8,Risiko Sedang,Motor Grader,Risiko Tinggi
20,4310,Dalam Perbaikan,3,Risiko Tinggi,Bulldozer,Risiko Tinggi
9,6137,Dalam Perbaikan,6,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
2,5231,Dalam Perbaikan,5,Risiko Tinggi,Wheel Loader,Risiko Tinggi
4,5449,Rusak,1,Risiko Rendah,Bulldozer,Risiko Tinggi
9,3289,Dalam Perbaikan,5,Risiko Tinggi,Bulldozer,Risiko Sedang
9,4914,Rusak,5,Risiko Sedang,Dump Truck,Risiko Sedang
16,6921,Rusak,6,Risiko Tinggi,Forklift,Risiko Tinggi
0,5946,Rusak,9,Risiko Rendah,Lainnya,Risiko Tinggi
9,1752,Rusak,8,Risiko Tinggi,Compactor,Risiko Sedang
15,7877,Rusak,7,Risiko Sedang,Excavator,Risiko Tinggi
3,283,Rusak,9,Risiko Rendah,Dump Truck,Risiko Rendah
22,7293,Rusak,0,Risiko Sedang,Motor Grader,Risiko Tinggi
20,7010,Rusak,0,Risiko Tinggi,Compactor,Risiko Tinggi
9,4188,Dalam Perbaikan,9,Risiko Tinggi,Bulldozer,Risiko Sedang
23,309,Rusak,5,Risiko Rendah,Bulldozer,Risiko Tinggi
18,3007,Dalam Perbaikan,3,Risiko Rendah,Compactor,Risiko Tinggi
1,2460,Baik,9,Risiko Sedang,Lainnya,Risiko Rendah
20,6015,Baik,5,Risiko Sedang,Bulldozer,Risiko Tinggi
11,6764,Dalam Perbaikan,9,Risiko Rendah,Lainnya,Risiko Tinggi
6,2460,Baik,9,Risiko Sedang,Backhoe Loader,Risiko Rendah
2,458,Rusak,5,Risiko Sedang,Forklift,Risiko Rendah
23,7125,Baik,10,Risiko Tinggi,Excavator,Risiko Tinggi
6,6368,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Tinggi
10,337,Rusak,8,Risiko Tinggi,Bulldozer,Risiko Sedang
16,4115,Dalam Perbaikan,3,Risiko Rendah,Excavator,Risiko Tinggi
5,5993,Rusak,7,Risiko Tinggi,Lainnya,Risiko Tinggi
10,737,Baik,6,Risiko Sedang,Forklift,Risiko Rendah
22,1082,Rusak,1,Risiko Sedang,Lainnya,Risiko Tinggi
3,403,Dalam Perbaikan,6,Risiko Sedang,Backhoe Loader,Risiko Rendah
14,4110,Rusak,2,Risiko Rendah,Wheel Loader,Risiko Tinggi
9,1622,Rusak,6,Risiko Tinggi,Lainnya,Risiko Sedang
20,4597,Dalam Perbaikan,8,Risiko Rendah,Motor Grader,Risiko Tinggi
24,2181,Rusak,5,Risiko Tinggi,Lainnya,Risiko Tinggi
24,921,Dalam Perbaikan,6,Risiko Sedang,Crane,Risiko Tinggi
15,1560,Rusak,5,Risiko Tinggi,Excavator,Risiko Tinggi
2,2497,Baik,5,Risiko Tinggi,Wheel Loader,Risiko Rendah
7,1194,Rusak,0,Risiko Rendah,Motor Grader,Risiko Rendah
5,3062,Baik,1,Risiko Rendah,Excavator,Risiko Rendah
19,7773,Dalam Perbaikan,2,Risiko Sedang,Excavator,Risiko Tinggi
16,5683,Baik,4,Risiko Sedang,Wheel Loader,Risiko Tinggi
26,2718,Baik,8,Risiko Rendah,Motor Grader,Risiko Tinggi
9,4286,Rusak,8,Risiko Sedang,Lainnya,Risiko Sedang
3,1157,Dalam Perbaikan,10,Risiko Rendah,Forklift,Risiko Rendah
8,7422,Dalam Perbaikan,8,Risiko Rendah,Compactor,Risiko Tinggi
21,492,Rusak,3,Risiko Tinggi,Lainnya,Risiko Tinggi
18,434,Rusak,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
14,5409,Rusak,10,Risiko Tinggi,Crane,Risiko Tinggi
23,156,Rusak,10,Risiko Sedang,Motor Grader,Risiko Tinggi
14,4165,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
7,4354,Baik,2,Risiko Rendah,Dump Truck,Risiko Rendah
12,4593,Dalam Perbaikan,0,Risiko Rendah,Motor Grader,Risiko Sedang
10,2497,Rusak,7,Risiko Sedang,Bulldozer,Risiko Sedang
26,2840,Dalam Perbaikan,5,Risiko Sedang,Compactor,Risiko Tinggi
19,4106,Rusak,0,Risiko Tinggi,Compactor,Risiko Tinggi
14,7294,Baik,8,Risiko Sedang,Motor Grader,Risiko Tinggi
22,2799,Rusak,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
3,3131,Dalam Perbaikan,10,Risiko Tinggi,Motor Grader,Risiko Sedang
13,1969,Dalam Perbaikan,2,Risiko Sedang,Compactor,Risiko Tinggi
7,2697,Rusak,8,Risiko Rendah,Motor Grader,Risiko Rendah
6,1135,Dalam Perbaikan,8,Risiko Tinggi,Motor Grader,Risiko Rendah
22,2531,Dalam Perbaikan,8,Risiko Rendah,Forklift,Risiko Tinggi
2,1189,Dalam Perbaikan,9,Risiko Rendah,Crane,Risiko Rendah
24,4565,Dalam Perbaikan,1,Risiko Rendah,Crane,Risiko Tinggi
0,7205,Baik,0,Risiko Sedang,Forklift,Risiko Tinggi
13,2485,Rusak,10,Risiko Tinggi,Compactor,Risiko Tinggi
22,6382,Baik,1,Risiko Rendah,Bulldozer,Risiko Tinggi
26,6245,Dalam Perbaikan,9,Risiko Sedang,Lainnya,Risiko Tinggi
8,5016,Baik,9,Risiko Rendah,Motor Grader,Risiko Tinggi
5,213,Rusak,1,Risiko Tinggi,Wheel Loader,Risiko Rendah
22,4115,Dalam Perbaikan,7,Risiko Tinggi,Crane,Risiko Tinggi
21,6980,Rusak,7,Risiko Sedang,Bulldozer,Risiko Tinggi
21,1583,Baik,0,Risiko Sedang,Excavator,Risiko Tinggi
18,7784,Rusak,3,Risiko Tinggi,Motor Grader,Risiko Tinggi
2,1675,Baik,2,Risiko Sedang,Lainnya,Risiko Rendah
11,5634,Rusak,7,Risiko Rendah,Forklift,Risiko Tinggi
14,6358,Baik,9,Risiko Tinggi,Forklift,Risiko Tinggi
3,2563,Rusak,9,Risiko Tinggi,Lainnya,Risiko Sedang
7,4392,Dalam Perbaikan,10,Risiko Tinggi,Excavator,Risiko Sedang
10,895,Rusak,7,Risiko Rendah,Motor Grader,Risiko Sedang
10,4406,Rusak,0,Risiko Tinggi,Forklift,Risiko Sedang
10,6268,Dalam Perbaikan,0,Risiko Rendah,Compactor,Risiko Tinggi
12,3260,Rusak,4,Risiko Sedang,Bulldozer,Risiko Sedang
13,2411,Dalam Perbaikan,0,Risiko Tinggi,Dump Truck,Risiko Tinggi
22,3797,Dalam Perbaikan,7,Risiko Rendah,Dump Truck,Risiko Tinggi
23,1472,Dalam Perbaikan,8,Risiko Rendah,Forklift,Risiko Tinggi
13,2649,Rusak,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
8,7345,Dalam Perbaikan,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
18,2654,Dalam Perbaikan,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
4,6006,Baik,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
6,2973,Baik,8,Risiko Tinggi,Forklift,Risiko Rendah
3,6480,Dalam Perbaikan,9,Risiko Rendah,Forklift,Risiko Tinggi
9,3117,Baik,2,Risiko Sedang,Lainnya,Risiko Rendah
5,7067,Baik,2,Risiko Rendah,Bulldozer,Risiko Tinggi
2,5833,Baik,6,Risiko Sedang,Compactor,Risiko Tinggi
3,6296,Rusak,4,Risiko Tinggi,Bulldozer,Risiko Tinggi
23,7360,Baik,3,Risiko Rendah,Lainnya,Risiko Tinggi
2,2073,Baik,7,Risiko Sedang,Wheel Loader,Risiko Rendah
9,6614,Baik,9,Risiko Sedang,Motor Grader,Risiko Tinggi
20,4823,Dalam Perbaikan,7,Risiko Sedang,Forklift,Risiko Tinggi
12,650,Dalam Perbaikan,9,Risiko Rendah,Motor Grader,Risiko Sedang
9,2278,Dalam Perbaikan,10,Risiko Tinggi,Motor Grader,Risiko Sedang
25,1514,Baik,0,Risiko Tinggi,Crane,Risiko Tinggi
25,1190,Baik,10,Risiko Tinggi,Lainnya,Risiko Tinggi
17,2712,Baik,0,Risiko Rendah,Forklift,Risiko Tinggi
21,1321,Dalam Perbaikan,4,Risiko Tinggi,Lainnya,Risiko Tinggi
8,6449,Dalam Perbaikan,2,Risiko Sedang,Lainnya,Risiko Tinggi
15,7630,Baik,1,Risiko Sedang,Crane,Risiko Tinggi
15,7352,Rusak,1,Risiko Sedang,Dump Truck,Risiko Tinggi
24,2398,Rusak,2,Risiko Rendah,Compactor,Risiko Tinggi
16,4317,Rusak,8,Risiko Rendah,Motor Grader,Risiko Tinggi
7,476,Baik,9,Risiko Tinggi,Dump Truck,Risiko Rendah
24,3962,Dalam Perbaikan,9,Risiko Tinggi,Compactor,Risiko Tinggi
13,4987,Rusak,4,Risiko Tinggi,Lainnya,Risiko Tinggi
7,2898,Baik,9,Risiko Tinggi,Wheel Loader,Risiko Rendah
10,5973,Dalam Perbaikan,7,Risiko Sedang,Bulldozer,Risiko Tinggi
7,1906,Dalam Perbaikan,4,Risiko Rendah,Excavator,Risiko Rendah
23,196,Rusak,10,Risiko Rendah,Motor Grader,Risiko Tinggi
1,5040,Rusak,6,Risiko Rendah,Crane,Risiko Tinggi
15,4590,Dalam Perbaikan,3,Risiko Rendah,Motor Grader,Risiko Tinggi
4,2307,Rusak,1,Risiko Sedang,Compactor,Risiko Rendah
10,4505,Rusak,0,Risiko Rendah,Crane,Risiko Sedang
16,3244,Dalam Perbaikan,9,Risiko Tinggi,Excavator,Risiko Tinggi
0,1438,Baik,5,Risiko Sedang,Wheel Loader,Risiko Rendah
11,6531,Baik,10,Risiko Rendah,Wheel Loader,Risiko Tinggi
22,5138,Rusak,8,Risiko Sedang,Wheel Loader,Risiko Tinggi
1,6669,Rusak,0,Risiko Tinggi,Compactor,Risiko Tinggi
8,5938,Dalam Perbaikan,5,Risiko Tinggi,Dump Truck,Risiko Tinggi
26,1706,Dalam Perbaikan,10,Risiko Sedang,Crane,Risiko Tinggi
24,7943,Baik,4,Risiko Rendah,Crane,Risiko Tinggi
14,5132,Dalam Perbaikan,2,Risiko Tinggi,Lainnya,Risiko Tinggi
14,1535,Dalam Perbaikan,1,Risiko Sedang,Crane,Risiko Tinggi
4,259,Rusak,6,Risiko Rendah,Wheel Loader,Risiko Rendah
19,3044,Rusak,4,Risiko Rendah,Dump Truck,Risiko Tinggi
17,1433,Baik,5,Risiko Rendah,Motor Grader,Risiko Tinggi
24,3635,Dalam Perbaikan,0,Risiko Sedang,Dump Truck,Risiko Tinggi
22,1558,Rusak,7,Risiko Tinggi,Dump Truck,Risiko Tinggi
17,6353,Rusak,2,Risiko Rendah,Dump Truck,Risiko Tinggi
5,1087,Baik,0,Risiko Sedang,Forklift,Risiko Rendah
4,7084,Dalam Perbaikan,1,Risiko Rendah,Compactor,Risiko Tinggi
25,5628,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
25,844,Dalam Perbaikan,10,Risiko Tinggi,Compactor,Risiko Tinggi
26,4731,Rusak,10,Risiko Rendah,Crane,Risiko Tinggi
20,1577,Rusak,4,Risiko Tinggi,Crane,Risiko Tinggi
2,3613,Dalam Perbaikan,1,Risiko Sedang,Bulldozer,Risiko Rendah
21,2241,Baik,0,Risiko Tinggi,Dump Truck,Risiko Tinggi
10,838,Baik,8,Risiko Sedang,Dump Truck,Risiko Rendah
16,2220,Baik,4,Risiko Tinggi,Motor Grader,Risiko Tinggi
21,583,Rusak,9,Risiko Sedang,Dump Truck,Risiko Tinggi
12,415,Baik,0,Risiko Sedang,Excavator,Risiko Rendah
23,3142,Baik,1,Risiko Sedang,Forklift,Risiko Tinggi
21,5772,Dalam Perbaikan,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
7,2913,Rusak,5,Risiko Rendah,Dump Truck,Risiko Rendah
24,7976,Rusak,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
0,6572,Dalam Perbaikan,7,Risiko Rendah,Wheel Loader,Risiko Tinggi
17,5607,Dalam Perbaikan,7,Risiko Sedang,Motor Grader,Risiko Tinggi
19,1177,Dalam Perbaikan,4,Risiko Sedang,Forklift,Risiko Tinggi
21,5731,Dalam Perbaikan,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
11,247,Baik,7,Risiko Rendah,Crane,Risiko Rendah
11,3778,Baik,4,Risiko Sedang,Lainnya,Risiko Sedang
8,1043,Dalam Perbaikan,1,Risiko Sedang,Backhoe Loader,Risiko Rendah
16,4555,Dalam Perbaikan,1,Risiko Sedang,Dump Truck,Risiko Tinggi
12,3283,Dalam Perbaikan,6,Risiko Rendah,Lainnya,Risiko Sedang
19,4488,Baik,7,Risiko Sedang,Backhoe Loader,Risiko Tinggi
16,1705,Dalam Perbaikan,9,Risiko Sedang,Forklift,Risiko Tinggi
8,6449,Rusak,8,Risiko Tinggi,Motor Grader,Risiko Tinggi
21,5428,Dalam Perbaikan,1,Risiko Tinggi,Lainnya,Risiko Tinggi
0,3986,Baik,9,Risiko Tinggi,Wheel Loader,Risiko Sedang
16,4547,Baik,7,Risiko Rendah,Compactor,Risiko Tinggi
14,570,Dalam Perbaikan,1,Risiko Tinggi,Lainnya,Risiko Tinggi
2,6716,Rusak,5,Risiko Sedang,Excavator,Risiko Tinggi
24,1782,Baik,9,Risiko Tinggi,Excavator,Risiko Tinggi
2,1201,Dalam Perbaikan,2,Risiko Sedang,Dump Truck,Risiko Rendah
17,3194,Dalam Perbaikan,9,Risiko Sedang,Motor Grader,Risiko Tinggi
20,5582,Rusak,4,Risiko Tinggi,Compactor,Risiko Tinggi
13,5880,Rusak,1,Risiko Tinggi,Excavator,Risiko Tinggi
7,4181,Rusak,2,Risiko Sedang,Excavator,Risiko Sedang
15,7381,Dalam Perbaikan,0,Risiko Rendah,Dump Truck,Risiko Tinggi
0,2942,Baik,4,Risiko Rendah,Motor Grader,Risiko Rendah
13,5752,Dalam Perbaikan,6,Risiko Tinggi,Crane,Risiko Tinggi
4,3135,Rusak,6,Risiko Sedang,Dump Truck,Risiko Sedang
20,5427,Baik,7,Risiko Rendah,Motor Grader,Risiko Tinggi
9,3150,Rusak,6,Risiko Rendah,Compactor,Risiko Sedang
5,1028,Baik,0,Risiko Rendah,Excavator,Risiko Rendah
22,5909,Rusak,10,Risiko Sedang,Bulldozer,Risiko Tinggi
24,1124,Dalam Perbaikan,6,Risiko Sedang,Lainnya,Risiko Tinggi
13,5105,Baik,7,Risiko Tinggi,Forklift,Risiko Tinggi
9,6718,Rusak,6,Risiko Sedang,Motor Grader,Risiko Tinggi
21,3479,Dalam Perbaikan,0,Risiko Tinggi,Wheel Loader,Risiko Tinggi
3,1939,Dalam Perbaikan,8,Risiko Sedang,Forklift,Risiko Rendah
9,4721,Rusak,0,Risiko Rendah,Lainnya,Risiko Sedang
11,5774,Rusak,1,Risiko Tinggi,Wheel Loader,Risiko Tinggi
4,655,Baik,8,Risiko Sedang,Wheel Loader,Risiko Rendah
10,640,Dalam Perbaikan,9,Risiko Rendah,Motor Grader,Risiko Sedang
11,5166,Dalam Perbaikan,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
5,5191,Dalam Perbaikan,9,Risiko Sedang,Lainnya,Risiko Tinggi
25,7402,Rusak,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
12,4199,Rusak,9,Risiko Tinggi,Crane,Risiko Tinggi
13,2891,Rusak,4,Risiko Rendah,Excavator,Risiko Tinggi
4,7560,Dalam Perbaikan,4,Risiko Tinggi,Lainnya,Risiko Tinggi
18,503,Dalam Perbaikan,7,Risiko Tinggi,Bulldozer,Risiko Tinggi
8,422,Dalam Perbaikan,4,Risiko Tinggi,Lainnya,Risiko Sedang
26,2349,Rusak,1,Risiko Rendah,Dump Truck,Risiko Tinggi
24,6975,Rusak,4,Risiko Rendah,Lainnya,Risiko Tinggi
18,2254,Rusak,0,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
7,1430,Dalam Perbaikan,2,Risiko Tinggi,Wheel Loader,Risiko Rendah
15,6617,Baik,4,Risiko Tinggi,Motor Grader,Risiko Tinggi
11,1481,Dalam Perbaikan,0,Risiko Sedang,Backhoe Loader,Risiko Rendah
22,4878,Baik,7,Risiko Sedang,Forklift,Risiko Tinggi
19,5412,Rusak,10,Risiko Rendah,Motor Grader,Risiko Tinggi
8,6015,Rusak,0,Risiko Tinggi,Compactor,Risiko Tinggi
2,6713,Baik,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
14,3901,Rusak,7,Risiko Tinggi,Dump Truck,Risiko Tinggi
19,3111,Dalam Perbaikan,6,Risiko Sedang,Compactor,Risiko Tinggi
22,4345,Rusak,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
14,5558,Rusak,8,Risiko Tinggi,Excavator,Risiko Tinggi
23,7517,Dalam Perbaikan,10,Risiko Sedang,Forklift,Risiko Tinggi
7,7520,Dalam Perbaikan,4,Risiko Sedang,Compactor,Risiko Tinggi
18,6572,Baik,4,Risiko Tinggi,Lainnya,Risiko Tinggi
14,3777,Dalam Perbaikan,3,Risiko Tinggi,Lainnya,Risiko Tinggi
2,1596,Dalam Perbaikan,5,Risiko Tinggi,Bulldozer,Risiko Rendah
16,4486,Baik,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
26,3368,Baik,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
15,1797,Dalam Perbaikan,4,Risiko Sedang,Motor Grader,Risiko Tinggi
25,194,Dalam Perbaikan,1,Risiko Rendah,Lainnya,Risiko Tinggi
5,7323,Baik,9,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
4,7846,Baik,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
14,5377,Dalam Perbaikan,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
4,1509,Rusak,4,Risiko Sedang,Backhoe Loader,Risiko Rendah
6,3714,Rusak,6,Risiko Tinggi,Crane,Risiko Sedang
18,1326,Baik,4,Risiko Rendah,Forklift,Risiko Tinggi
14,2725,Baik,4,Risiko Sedang,Bulldozer,Risiko Tinggi
12,568,Rusak,3,Risiko Tinggi,Forklift,Risiko Sedang
21,5287,Rusak,1,Risiko Rendah,Dump Truck,Risiko Tinggi
2,3532,Baik,9,Risiko Tinggi,Backhoe Loader,Risiko Sedang
12,5860,Rusak,1,Risiko Rendah,Backhoe Loader,Risiko Tinggi
24,4680,Dalam Perbaikan,4,Risiko Sedang,Excavator,Risiko Tinggi
11,1219,Dalam Perbaikan,10,Risiko Rendah,Excavator,Risiko Sedang
5,3198,Rusak,2,Risiko Tinggi,Crane,Risiko Sedang
14,4707,Baik,8,Risiko Tinggi,Wheel Loader,Risiko Tinggi
11,3572,Rusak,1,Risiko Tinggi,Motor Grader,Risiko Sedang
26,3149,Dalam Perbaikan,7,Risiko Rendah,Lainnya,Risiko Tinggi
9,7659,Rusak,5,Risiko Tinggi,Compactor,Risiko Tinggi
14,452,Dalam Perbaikan,10,Risiko Rendah,Crane,Risiko Tinggi
9,6990,Rusak,1,Risiko Sedang,Compactor,Risiko Tinggi
6,1663,Baik,8,Risiko Rendah,Forklift,Risiko Rendah
5,1564,Rusak,6,Risiko Rendah,Crane,Risiko Rendah
11,695,Dalam Perbaikan,7,Risiko Tinggi,Motor Grader,Risiko Sedang
22,292,Baik,0,Risiko Tinggi,Lainnya,Risiko Tinggi
19,4007,Rusak,1,Risiko Tinggi,Compactor,Risiko Tinggi
11,4374,Rusak,0,Risiko Rendah,Crane,Risiko Sedang
25,2766,Dalam Perbaikan,0,Risiko Sedang,Backhoe Loader,Risiko Tinggi
20,6611,Dalam Perbaikan,10,Risiko Tinggi,Wheel Loader,Risiko Tinggi
5,7128,Dalam Perbaikan,2,Risiko Tinggi,Lainnya,Risiko Tinggi
19,7576,Baik,0,Risiko Tinggi,Bulldozer,Risiko Tinggi
11,5356,Baik,7,Risiko Tinggi,Excavator,Risiko Tinggi
19,5745,Dalam Perbaikan,2,Risiko Rendah,Bulldozer,Risiko Tinggi
6,409,Rusak,1,Risiko Sedang,Lainnya,Risiko Rendah
21,6843,Dalam Perbaikan,1,Risiko Rendah,Backhoe Loader,Risiko Tinggi
11,4874,Dalam Perbaikan,3,Risiko Rendah,Motor Grader,Risiko Sedang
13,2763,Dalam Perbaikan,10,Risiko Sedang,Crane,Risiko Tinggi
23,7994,Dalam Perbaikan,9,Risiko Tinggi,Bulldozer,Risiko Tinggi
16,6852,Baik,0,Risiko Tinggi,Bulldozer,Risiko Tinggi
16,517,Baik,4,Risiko Rendah,Forklift,Risiko Tinggi
